DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,GALLONKR,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,AGEHHMEM1,AGEHHMEM2,AGEHHMEM3,AGEHHMEM4,AGEHHMEM5,AGEHHMEM6,AGEHHMEM7,AGEHHMEM8,AGEHHMEM9,AGEHHMEM10,AGEHHMEM11,AGEHHMEM12,AGEHHMEMY,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY
1732,0,2,5949,1211,11011,37570,503,51746,999999,9999999,999999,9999999,999999,9999999,0,620,4245,6604,6030,0,0,24936,5316,15060,31370,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,6,4,1,4124,0,1081,400,2643,2643,1481,0,0,0,400,0,1081,2643,0,3724,1481,0,0,0,400,0,1081,2643,0,0,0,1,1,53,2,1,0,3,53,59,99,99,99,99,99,99,99,99,99,99,24,1,0,0,0,14
1733,0,2,1537,2589,22256,75937,999999,9999999,999999,9999999,999999,9999999,999999,9999999,6077,556,0,3423,29310,8384,5140,29680,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,15000,9,3,5,2,1,1976,0,0,400,1576,1401,575,0,0,0,400,0,0,1401,175,588,1388,0,0,0,400,0,0,588,988,0,0,1,1,56,2,0,0,3,56,82,99,99,99,99,99,99,99,99,99,99,56,1,1,0,0,16
1734,0,2,4464,1137,7658,26129,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,0,0,2382,1137,8112,6503,7995,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,7,4,0,1363,0,0,0,1363,1363,0,0,0,0,0,0,0,1363,0,454,1363,0,0,0,0,0,0,0,1363,0,0,1,1,30,2,1,1,5,30,32,13,9,99,99,99,99,99,99,99,99,2,1,1,0,0,5
1735,3,2,1211,3488,11540,39374,220,22638,999999,9999999,999999,9999999,999999,9999999,3286,549,0,5093,21211,0,0,13070,2822,13838,5978,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,9,2,1,2328,0,0,400,1928,1928,400,0,0,0,400,0,0,1928,0,1928,400,0,0,0,400,0,0,1928,0,0,0,1,1,67,1,1,0,2,67,99,99,99,99,99,99,99,99,99,99,99,67,0,1,0,0,12
1736,4,1,700,3280,14301,48795,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4546,759,6590,4674,12987,4855,4442,21837,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,7,1,0,1152,0,0,0,1152,1152,0,0,0,0,0,0,0,1152,0,1152,0,0,0,0,0,0,0,1152,0,0,0,1,1,73,1,0,0,1,73,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,4
1737,0,2,6877,849,13703,46755,1384,142414,999999,9999999,999999,9999999,999999,9999999,2505,418,2863,6916,2728,0,13561,23550,0,73478,68936,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,8,3,1,7325,2452,0,650,4223,6614,711,2391,61,0,650,0,0,4223,0,3075,5380,0,2452,0,650,0,0,1945,2278,0,0,1,1,39,2,1,0,4,39,46,12,99,99,99,99,99,99,99,99,99,10,1,0,0,0,22
1738,0,4,5371,612,11524,39320,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4256,711,0,4167,1208,9276,10581,14088,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,7,1,1,800,0,0,0,800,800,0,0,0,0,0,0,0,800,0,200,800,0,0,0,0,0,0,0,800,0,0,0,1,26,2,0,0,2,26,99,99,99,99,99,99,99,99,99,99,99,5,1,0,0,0,7
1739,0,2,28,2678,8418,28722,999999,9999999,999999,9999999,241,22030,999999,9999999,0,0,0,9356,6179,0,0,13187,9999999,9999999,9999999,9999999,9999999,9999999,0,0,22030,9999999,9,2,4,3,0,3672,0,1836,0,1836,0,3672,0,0,0,0,0,1836,0,1836,918,3672,0,0,0,0,0,1836,0,1836,0,0,1,1,76,1,0,0,6,76,73,70,49,42,99,99,99,99,99,99,99,13,1,1,0,0,12
1740,0,2,6516,783,13083,44639,999999,9999999,453,62827,999999,9999999,999999,9999999,7123,652,0,10546,3903,0,0,30190,9999999,9999999,9999999,0,33053,29774,9999999,9999999,9999999,9999999,9,2,9,2,0,4832,1008,1008,400,2416,2413,2419,0,1008,400,0,0,1008,2013,403,2955,4832,0,1008,0,400,0,1008,0,2416,0,0,0,2,46,2,1,0,4,46,44,14,99,99,99,99,99,99,99,99,99,8,1,0,0,0,23
1741,0,3,2047,2720,9814,33485,286,29429,999999,9999999,999999,9999999,999999,9999999,4705,0,0,4606,9376,5025,0,14478,0,0,29429,9999999,9999999,9999999,9999999,9999999,9999999,9999999,4,7,6,2,1,2600,0,1300,0,1300,1300,1300,0,0,0,0,0,1300,1300,0,2600,2600,0,0,0,0,0,1300,0,1300,0,0,1,1,76,1,0,0,1,76,99,99,99,99,99,99,99,99,99,99,99,99,0,1,1,1,3
1742,0,3,5560,1163,12174,41538,714,73509,999999,9999999,999999,9999999,999999,9999999,8023,0,0,6509,10365,0,0,24664,2864,14376,56269,9999999,9999999,9999999,9999999,9999999,9999999,9999999,3,1,3,1,1,506,0,0,0,506,506,0,0,0,0,0,0,0,506,0,506,0,0,0,0,0,0,0,506,0,0,0,0,1,46,1,0,0,1,46,99,99,99,99,99,99,99,99,99,99,99,99,0,1,1,1,4
1743,0,2,4804,1630,23570,80421,999999,9999999,999999,9999999,999999,9999999,999999,9999999,7467,683,5928,4004,12594,10916,16521,36386,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,5,2,1,4500,725,0,400,3375,3375,1125,0,725,0,400,0,0,3375,0,4100,1125,0,725,0,400,0,0,3375,0,0,0,0,2,42,2,1,1,3,42,38,99,99,99,99,99,99,99,99,99,99,13,1,0,0,0,6
1744,0,2,5326,1104,7727,26365,981,100945,999999,9999999,999999,9999999,999999,9999999,0,568,0,5639,7240,0,0,13486,3302,28482,69161,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,5,5,2,1,4032,0,2016,400,1616,1616,2416,0,0,0,400,0,2016,1616,0,3632,2416,0,0,0,400,0,2016,1616,0,0,0,1,2,52,2,1,0,3,52,52,99,99,99,99,99,99,99,99,99,99,20,1,0,0,0,17
1745,0,2,4263,394,9016,30763,505,51965,999999,9999999,999999,9999999,999999,9999999,3723,597,0,3043,0,0,0,27720,0,20516,31449,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,1,1,1,3888,1152,792,0,1944,1620,2268,0,1152,0,0,0,792,1620,324,0,3888,0,1152,0,0,0,792,0,1944,1,0,1,1,39,2,1,1,7,39,43,18,15,11,7,99,99,99,99,99,99,5,1,0,0,1,7
1746,2,2,2483,44,5580,19039,429,44144,999999,9999999,999999,9999999,999999,9999999,0,0,0,7277,0,0,0,11762,14613,23924,5607,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,7,3,1,1665,0,0,400,1265,0,1665,0,0,0,400,0,0,0,1265,0,1665,0,0,0,400,0,0,0,1265,0,0,0,2,43,2,1,1,3,43,43,99,99,99,99,99,99,99,99,99,99,18,1,0,0,0,16
1747,0,2,7224,112,13816,47140,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4681,782,0,6378,197,9285,10900,20380,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,8,4,0,935,0,0,0,935,0,935,0,0,0,0,0,0,0,935,187,935,0,0,0,0,0,0,0,935,0,0,0,2,73,0,1,0,2,73,99,99,99,99,99,99,99,99,99,99,99,58,1,1,0,0,23
1748,0,2,7231,782,7574,25842,1120,115280,999999,9999999,999999,9999999,999999,9999999,0,0,5773,3641,3909,0,0,18292,8598,21825,84857,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,3,1,1,2392,1035,0,250,1107,1107,1285,0,1035,0,250,0,0,1107,0,2142,1285,0,1035,0,250,0,0,1107,0,0,0,0,2,57,1,1,0,2,57,99,99,99,99,99,99,99,99,99,99,99,57,1,0,0,0,5
1749,0,2,4512,1673,7759,26474,572,58859,999999,9999999,999999,9999999,999999,9999999,2153,0,0,1834,6999,6362,0,11279,7204,0,51655,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,7,1,1,4323,803,0,250,3270,3270,1053,0,803,0,250,0,0,3270,0,4073,1053,0,803,0,250,0,0,3270,0,0,0,1,1,22,1,1,0,4,22,27,2,99,99,99,99,99,99,99,99,99,1,1,0,0,1,7
1750,0,3,4004,1470,10582,36106,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3023,505,0,2452,1812,9330,7291,15221,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,7,1,0,1207,0,0,0,1207,1207,0,0,0,0,0,0,0,1207,0,412,795,0,0,0,0,0,0,412,795,0,0,0,2,27,2,0,0,2,27,99,99,99,99,99,99,99,99,99,99,99,30,1,0,0,0,16
1751,3,3,560,4337,13974,47679,306,31487,999999,9999999,999999,9999999,999999,9999999,2688,0,0,7664,12165,0,4037,23813,4756,23875,2856,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,1,1,1,992,0,0,0,992,992,0,0,0,0,0,0,0,992,0,794,992,0,0,0,0,0,0,0,992,0,0,0,1,60,0,0,1,1,60,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,3
1752,4,2,1243,2397,20082,68520,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4168,696,0,6019,20508,9096,4259,28638,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,7,11,1,0,3621,0,0,400,3221,3221,400,0,0,0,400,0,0,3221,0,3221,400,0,0,0,400,0,0,3221,0,0,0,0,2,41,2,0,0,1,41,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,11
1753,0,2,5001,1295,16137,55059,999999,9999999,999999,9999999,329,30048,999999,9999999,5917,541,3705,3332,8831,10806,1801,30289,9999999,9999999,9999999,9999999,9999999,9999999,4504,25544,0,5000,9,3,5,4,1,3564,0,1782,250,1532,1532,2032,0,0,0,250,0,1782,1532,0,3314,2032,0,0,0,250,0,1782,1532,0,0,0,1,2,46,2,1,0,5,46,40,14,11,99,99,99,99,99,99,99,99,10,1,0,0,0,23
1754,1,2,7236,862,9398,32066,999999,9999999,726,100689,42,3836,999999,9999999,4351,727,6308,3146,0,0,0,28920,9999999,9999999,9999999,0,76521,24168,3836,0,0,9999999,9,3,1,4,0,4608,1152,1152,0,2304,2304,2304,0,1152,0,0,0,1152,2304,0,0,4608,0,1152,0,0,0,1152,0,2304,0,0,0,1,40,2,1,0,3,40,49,99,99,99,99,99,99,99,99,99,99,3,1,0,0,0,8
1755,0,2,5298,1123,17448,59533,1637,168447,999999,9999999,999999,9999999,999999,9999999,0,746,5105,7409,15095,0,0,37029,27530,52942,87975,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,10,2,1,5708,1395,1395,400,2518,2518,3190,0,1395,0,400,0,1395,2518,0,5308,3190,0,1395,0,400,0,1395,2518,0,0,0,1,1,41,1,1,0,4,41,45,7,99,99,99,99,99,99,99,99,99,5,1,0,0,0,24
1756,0,2,7249,802,15858,54107,999999,9999999,999999,9999999,808,73808,999999,9999999,4192,700,0,1878,2677,17544,2804,29204,9999999,9999999,9999999,9999999,9999999,9999999,0,73808,0,9999999,9,2,4,4,0,1496,0,0,400,1096,913,583,0,0,0,400,0,0,913,183,365,1496,0,0,0,400,0,0,0,1096,1,0,1,2,45,1,1,0,4,45,35,12,99,99,99,99,99,99,99,99,99,5,0,0,1,0,6
1757,0,3,4817,1552,15341,52343,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4437,741,6432,8619,4225,6838,11098,21563,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,8,1,0,1766,560,0,250,956,956,810,0,560,0,250,0,0,956,0,1516,810,0,560,0,250,0,0,956,0,0,0,1,2,53,1,0,0,1,53,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
1758,0,5,938,4260,9437,32199,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,436,0,2384,11537,7707,2659,7912,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,7,1,1,637,0,0,0,637,637,0,0,0,0,0,0,0,637,0,637,0,0,0,0,0,0,0,637,0,0,0,1,2,24,2,1,1,4,24,21,2,99,99,99,99,99,99,99,99,99,1,1,0,1,1,6
1759,0,2,6684,680,9692,33070,999999,9999999,1472,204152,999999,9999999,999999,9999999,5186,474,4117,2781,3091,0,0,27198,9999999,9999999,9999999,0,154666,49486,9999999,9999999,9999999,9999999,9,2,5,4,0,5160,1720,0,0,3440,3870,1290,430,1290,0,0,0,0,3440,0,3096,5160,0,1720,0,0,0,0,0,3440,0,0,1,2,58,2,1,0,3,58,54,99,99,99,99,99,99,99,99,99,99,19,1,0,0,0,19
1760,0,2,6646,859,19779,67486,1514,155791,999999,9999999,999999,9999999,999999,9999999,8574,1432,0,13956,7182,0,5532,40816,0,36099,119692,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,2,3,1,1125,0,0,0,1125,938,188,0,0,0,0,0,0,938,188,400,725,0,0,0,0,0,0,400,725,0,0,0,1,57,2,0,0,1,57,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7
1761,2,5,2335,450,10861,37058,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,799,0,4682,0,10422,8551,13403,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,7,4,3,1,1073,0,0,0,1073,1073,0,0,0,0,0,0,0,1073,0,0,1073,0,0,0,0,0,0,0,1073,0,0,0,1,45,0,0,1,2,45,99,99,99,99,99,99,99,99,99,99,99,15,1,0,0,1,5
1762,0,2,6928,931,13586,46355,687,70692,999999,9999999,999999,9999999,999999,9999999,0,717,0,6241,12114,0,0,28000,12035,23130,35527,9999999,9999999,9999999,9999999,9999999,9999999,30000,9,3,10,3,1,4962,1472,0,400,3090,3826,1136,736,736,0,400,0,0,3090,0,4562,1136,736,736,0,400,0,0,3090,0,0,0,0,2,35,2,1,0,5,35,45,16,10,99,99,99,99,99,99,99,99,8,1,0,0,0,23
1763,0,2,5083,1568,5411,18462,841,86539,999999,9999999,999999,9999999,999999,9999999,2310,0,0,3701,4379,0,0,10382,4941,20293,61305,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,3,2,1,2262,1131,0,0,1131,2234,28,1103,28,0,0,0,0,1131,0,2262,1131,0,1131,0,0,0,0,1131,0,0,0,0,1,71,1,1,0,2,71,99,99,99,99,99,99,99,99,99,99,99,71,0,1,0,0,9
1764,0,3,7293,742,4212,14371,834,85819,999999,9999999,999999,9999999,999999,9999999,2205,368,3196,2759,1282,0,0,10330,0,22870,62949,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,6,1,1,3506,1753,0,400,1353,1791,1715,438,1315,0,400,0,0,1353,0,3106,2153,0,1753,0,400,0,0,1353,0,0,0,0,2,82,1,1,0,2,82,99,99,99,99,99,99,99,99,99,99,99,78,0,1,0,0,6
1765,2,2,3073,1436,8143,27784,431,44350,999999,9999999,999999,9999999,999999,9999999,4242,709,0,4153,7455,0,0,16176,2672,16421,25257,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,6,1,1,1922,0,0,400,1522,1522,400,0,0,0,400,0,0,1522,0,1522,400,0,0,0,400,0,0,1522,0,0,0,1,1,75,1,0,0,1,75,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,8
1766,0,2,3231,1610,15180,51794,999999,9999999,999999,9999999,999999,9999999,999999,9999999,2974,497,0,4295,11644,9167,7778,18910,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,10,1,0,5074,0,2537,400,2137,2137,2937,0,0,0,400,0,2537,2137,0,4674,2937,0,0,0,400,0,2537,2137,0,0,0,0,1,38,0,1,0,4,38,40,16,99,99,99,99,99,99,99,99,99,12,1,0,0,0,12
1767,2,4,1895,1574,15035,51299,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,1130,0,5489,10614,10426,10176,14594,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,5,3,1,791,0,0,0,791,791,0,0,0,0,0,0,0,791,0,791,0,0,0,0,0,0,0,791,0,0,0,0,1,42,1,0,0,1,42,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,1,5
1768,0,2,4755,1268,4815,16429,1001,103045,999999,9999999,999999,9999999,999999,9999999,3299,0,0,3229,1730,0,0,11470,5409,27155,70481,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,3,4,1,800,0,0,0,800,800,0,0,0,0,0,0,0,800,0,200,800,0,0,0,0,0,0,0,800,0,0,1,2,52,1,0,0,1,52,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,1,4
1769,0,2,1167,3487,20489,69908,151,15538,999999,9999999,999999,9999999,999999,9999999,4750,0,5430,10873,23986,0,3409,31640,3042,12496,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,4,1,1,1500,0,0,0,1500,1500,0,0,0,0,0,0,0,1500,0,1500,0,0,0,0,0,0,0,1500,0,0,0,1,2,75,1,1,0,2,75,99,99,99,99,99,99,99,99,99,99,99,74,0,1,0,0,5
1770,0,2,5265,816,16746,57137,707,72748,999999,9999999,999999,9999999,999999,9999999,8116,742,0,4352,0,0,2603,50182,0,23878,48870,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,5,1,1,3360,1280,0,400,1680,2960,400,1280,0,0,400,0,0,1680,0,0,3360,0,1280,0,400,0,0,0,1680,0,0,1,1,48,0,1,0,4,48,49,23,99,99,99,99,99,99,99,99,99,20,1,0,0,0,23
1771,2,2,1297,716,4457,15207,315,32414,999999,9999999,999999,9999999,999999,9999999,0,0,0,2882,0,0,0,12325,6320,21322,4772,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,9,2,1,1080,0,0,400,680,680,400,0,0,0,400,0,0,680,0,0,1080,0,0,0,400,0,0,0,680,0,0,0,1,40,1,1,1,5,40,43,13,8,99,99,99,99,99,99,99,99,3,1,0,0,0,7
1772,0,2,2508,2369,7089,24186,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4001,0,4574,6972,0,0,1601,15613,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,2,4,4,0,1852,0,0,0,1852,926,926,0,0,0,0,0,0,926,926,0,1852,0,0,0,0,0,0,0,1852,0,0,0,2,66,1,0,0,1,66,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,3
1773,0,2,7726,654,9500,32414,1144,117666,999999,9999999,999999,9999999,999999,9999999,3113,520,0,3401,5091,0,0,23922,0,27142,90524,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,9,3,1,6008,3004,0,400,2604,5608,400,3004,0,0,400,0,0,2604,0,5608,400,3004,0,0,400,0,0,2604,0,0,0,0,1,60,2,1,0,2,60,99,99,99,99,99,99,99,99,99,99,99,55,1,0,0,0,13
1774,0,2,6081,1167,20750,70799,940,96726,999999,9999999,999999,9999999,999999,9999999,0,541,4696,6662,9332,0,0,54805,12091,26754,57881,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,4,2,1,3483,1161,1161,0,1161,2322,1161,1161,0,0,0,0,1161,1161,0,3483,1161,1161,0,0,0,0,1161,1161,0,0,0,1,2,51,1,1,0,5,51,52,26,25,99,99,99,99,99,99,99,99,22,1,1,0,0,14
1775,0,2,6540,845,4697,16026,999999,9999999,999999,9999999,999999,9999999,51,6943,0,621,0,3638,738,5620,0,6030,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,40000,9,2,7,4,0,921,0,0,0,921,691,230,0,0,0,0,0,0,691,230,230,921,0,0,0,0,0,0,0,921,0,0,0,2,65,0,0,0,1,65,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,10
1776,2,2,2645,1351,5630,19209,438,45070,999999,9999999,999999,9999999,999999,9999999,0,397,0,1803,6822,0,959,9625,9327,17999,17744,9999999,9999999,9999999,9999999,9999999,9999999,30000,9,4,6,3,1,2028,0,0,400,1628,1628,400,0,0,0,400,0,0,1628,0,1628,400,0,0,0,400,0,0,1628,0,0,0,0,2,55,2,0,0,1,55,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,19
1777,0,2,4618,1482,9551,32588,862,88656,999999,9999999,999999,9999999,999999,9999999,0,1412,0,8277,0,0,0,24311,0,35337,53319,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,6,3,1,1554,680,0,0,874,874,680,0,680,0,0,0,0,874,0,0,1554,0,680,0,0,0,0,0,874,0,0,1,1,55,0,0,0,3,55,16,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,4
1778,0,2,4631,1372,24263,82785,822,84584,999999,9999999,999999,9999999,999999,9999999,5207,870,0,12983,12587,0,7058,50157,7743,31156,45685,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,9,3,1,5760,1920,0,400,3440,5360,400,1920,0,0,400,0,0,3440,0,1843,2657,1920,0,0,400,0,0,1183,2257,0,0,0,2,47,2,1,0,4,47,45,21,99,99,99,99,99,99,99,99,99,17,1,0,0,0,24
1779,0,4,6935,707,11919,40667,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4631,0,0,4234,0,7136,13269,16028,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,6,2,0,947,0,0,0,947,710,237,0,0,0,0,0,0,710,237,0,947,0,0,0,0,0,0,0,947,0,0,0,2,34,2,0,0,1,34,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,12
1780,0,2,2622,2304,13333,45493,71,7335,999999,9999999,999999,9999999,999999,9999999,2916,0,0,5002,9240,7873,8537,14841,7335,0,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,3,2,1,1664,0,0,0,1664,555,1109,0,0,0,0,0,0,555,1109,832,1664,0,0,0,0,0,0,0,1664,0,0,0,1,39,2,0,0,1,39,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7
1781,0,1,6995,126,4279,14599,800,82320,999999,9999999,999999,9999999,999999,9999999,0,0,0,1753,0,6032,2607,4207,3449,0,78871,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,3,4,1,730,0,0,0,730,730,0,0,0,0,0,0,0,730,0,0,730,0,0,0,0,0,0,0,730,0,0,0,1,57,2,0,0,1,57,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,5
1782,2,2,2226,131,4691,16006,322,33134,999999,9999999,999999,9999999,999999,9999999,1757,293,2547,2860,0,0,0,13146,0,20910,12224,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,6,2,1,2285,0,0,400,1885,1885,400,0,0,0,400,0,0,1885,0,0,2285,0,0,0,400,0,0,0,1885,0,0,1,2,42,2,1,0,4,42,81,55,99,99,99,99,99,99,99,99,99,36,1,0,1,0,12
1783,0,2,9108,246,6540,22313,999999,9999999,692,95917,999999,9999999,999999,9999999,3860,0,4412,3288,0,0,0,19025,9999999,9999999,9999999,0,95917,0,9999999,9999999,9999999,9999999,9,3,7,4,0,2962,572,0,400,1990,1990,972,0,572,0,400,0,0,1990,0,0,2962,0,572,0,400,0,0,0,1990,0,0,1,2,61,1,1,0,2,61,99,99,99,99,99,99,99,99,99,99,99,48,1,0,0,0,14
1784,0,2,8624,365,9607,32779,999999,9999999,999999,9999999,1467,133981,999999,9999999,2096,350,2396,3412,0,6469,0,22898,9999999,9999999,9999999,9999999,9999999,9999999,39002,94979,0,9999999,9,3,5,4,0,2112,1056,0,0,1056,1320,792,264,792,0,0,0,0,1056,0,0,2112,0,1056,0,0,0,0,0,1056,0,0,1,1,64,1,1,0,2,64,99,99,99,99,99,99,99,99,99,99,99,63,0,1,0,0,18
1785,0,2,9152,240,3549,12109,999999,9999999,999999,9999999,750,68498,999999,9999999,0,0,0,2493,668,0,0,8948,9999999,9999999,9999999,9999999,9999999,9999999,3255,53108,12135,9999999,9,3,3,4,0,935,0,0,0,935,935,0,0,0,0,0,0,0,935,0,312,935,0,0,0,0,0,0,0,935,0,0,1,1,64,1,0,0,1,64,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,1,4
1786,2,2,1176,2094,9171,31291,535,55052,999999,9999999,999999,9999999,999999,9999999,0,0,5581,2924,11223,0,0,17144,18534,29911,6607,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,4,1,1,1334,0,0,400,934,0,1334,0,0,0,400,0,0,0,934,934,400,0,0,0,400,0,0,934,0,0,0,0,1,49,2,0,0,2,49,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,10
1787,0,2,5025,1478,19575,66790,999999,9999999,999999,9999999,225,20549,999999,9999999,4140,691,0,3976,10074,18070,0,34670,9999999,9999999,9999999,9999999,9999999,9999999,0,20549,0,9999999,9,3,9,4,0,1323,0,0,0,1323,1323,0,0,0,0,0,0,0,1323,0,1323,0,0,0,0,0,0,0,1323,0,0,0,1,2,46,1,1,0,4,46,44,25,99,99,99,99,99,99,99,99,99,16,1,0,0,0,6
1788,0,3,5042,1290,20090,68547,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4230,707,0,3604,10305,11292,12263,31083,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,7,1,0,2255,720,0,0,1535,2255,0,720,0,0,0,0,0,1535,0,2255,0,720,0,0,0,0,0,1535,0,0,0,1,1,47,1,0,0,3,47,44,99,99,99,99,99,99,99,99,99,99,13,1,1,0,0,8
1789,1,4,4862,1307,6176,21073,169,17390,919,127426,999999,9999999,999999,9999999,0,0,0,3475,3447,0,0,14151,3698,13692,0,0,127426,0,9999999,9999999,9999999,9999999,9,1,1,1,1,2150,1075,0,0,1075,1344,806,269,806,0,0,0,0,1075,0,1290,2150,0,1075,0,0,0,0,0,1075,0,0,1,2,22,1,0,0,3,22,54,99,99,99,99,99,99,99,99,99,99,24,1,0,0,0,5
1790,0,2,971,4165,17106,58367,538,55360,999999,9999999,999999,9999999,999999,9999999,3215,0,0,6234,27216,0,4122,20795,0,55360,0,9999999,9999999,9999999,9999999,9999999,9999999,50000,9,1,5,1,1,4022,0,2011,400,1611,1611,2411,0,0,0,400,0,2011,1611,0,3622,2411,0,0,0,400,0,2011,1611,0,0,0,0,1,44,2,1,1,3,44,35,99,99,99,99,99,99,99,99,99,99,23,1,0,0,0,20
